# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:BB                     5:TE                     6:dens[1]-dens[1]        7:dens[1]-dens[2]        8:dens[2]-dens[2]        9:dens[2]-dens[3]       10:dens[3]-dens[3]       11:T-dens[1]             12:T-dens[2]             13:T-dens[3]          
 1881       2.486684110149e+02       1.069473677730e+01       0.000000000000e+00      -3.091261338154e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1882       2.476031465459e+02       1.074783426185e+01       0.000000000000e+00      -3.235027638632e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1883       2.465517790128e+02       1.080013286291e+01       0.000000000000e+00      -3.382431684634e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1884       2.455144489230e+02       1.085161173564e+01       0.000000000000e+00      -3.533383939626e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1885       2.444912972218e+02       1.090224995550e+01       0.000000000000e+00      -3.687794451998e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1886       2.434824652929e+02       1.095202651807e+01       0.000000000000e+00      -3.845572854502e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1887       2.424880949590e+02       1.100092033899e+01       0.000000000000e+00      -4.006628363682e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1888       2.415083284820e+02       1.104891025387e+01       0.000000000000e+00      -4.170869779312e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1889       2.405433085641e+02       1.109597501814e+01       0.000000000000e+00      -4.338205483827e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1890       2.395931783477e+02       1.114209330699e+01       0.000000000000e+00      -4.508543441762e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1891       2.386580814162e+02       1.118724371525e+01       0.000000000000e+00      -4.681791199183e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1892       2.377381617945e+02       1.123140475731e+01       0.000000000000e+00      -4.857855883123e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1893       2.368335639495e+02       1.127455486697e+01       0.000000000000e+00      -5.036644201016e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1894       2.359444327906e+02       1.131667239739e+01       0.000000000000e+00      -5.218062440131e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1895       2.350709136700e+02       1.135773562098e+01       0.000000000000e+00      -5.402016467010e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1896       2.342131523835e+02       1.139772272925e+01       0.000000000000e+00      -5.588411726896e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1897       2.333712951710e+02       1.143661183278e+01       0.000000000000e+00      -5.777153243175e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1898       2.325454887167e+02       1.147438096105e+01       0.000000000000e+00      -5.968145616803e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1899       2.317358801499e+02       1.151100806241e+01       0.000000000000e+00      -6.161293025749e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1900       2.309426170456e+02       1.154647100389e+01       0.000000000000e+00      -6.356499224421e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1901       2.301658474244e+02       1.158074757119e+01       0.000000000000e+00      -6.553667543106e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1902       2.294057197539e+02       1.161381546851e+01       0.000000000000e+00      -6.752700887404e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1903       2.286623829483e+02       1.164565231849e+01       0.000000000000e+00      -6.953501737660e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1904       2.279359863697e+02       1.167623566208e+01       0.000000000000e+00      -7.155972148399e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1905       2.272266798280e+02       1.170554295846e+01       0.000000000000e+00      -7.360013747765e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1906       2.265346135818e+02       1.173355158491e+01       0.000000000000e+00      -7.565527736950e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1907       2.258599383386e+02       1.176023883675e+01       0.000000000000e+00      -7.772414889631e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1908       2.252028052556e+02       1.178558192719e+01       0.000000000000e+00      -7.980575551403e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1909       2.245633221210e+02       1.180956195152e+01       0.000000000000e+00      -8.189911791873e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1910       2.239414215296e+02       1.183217581288e+01       0.000000000000e+00      -8.400333880104e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1911       2.233369916977e+02       1.185342438771e+01       0.000000000000e+00      -8.611753857686e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1912       2.227499201893e+02       1.187330856981e+01       0.000000000000e+00      -8.824083390092e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1913       2.221800939153e+02       1.189182927036e+01       0.000000000000e+00      -9.037233766183e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1914       2.216273991324e+02       1.190898741798e+01       0.000000000000e+00      -9.251115897716e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1915       2.210917214424e+02       1.192478395875e+01       0.000000000000e+00      -9.465640318843e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1916       2.205729457911e+02       1.193921985621e+01       0.000000000000e+00      -9.680717185624e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1917       2.200709564674e+02       1.195229609144e+01       0.000000000000e+00      -9.896256275528e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1918       2.195856371022e+02       1.196401366304e+01       0.000000000000e+00      -1.011216698694e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1919       2.191168706681e+02       1.197437358718e+01       0.000000000000e+00      -1.032835833866e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1920       2.186645394774e+02       1.198337689762e+01       0.000000000000e+00      -1.054473896942e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1921       2.182285251821e+02       1.199102464578e+01       0.000000000000e+00      -1.076121713739e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1922       2.178087087727e+02       1.199731790069e+01       0.000000000000e+00      -1.097770071966e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1923       2.174049705770e+02       1.200225774909e+01       0.000000000000e+00      -1.119409721177e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1924       2.170171902593e+02       1.200584529542e+01       0.000000000000e+00      -1.141031372722e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1925       2.166452468197e+02       1.200808166188e+01       0.000000000000e+00      -1.162625699694e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1926       2.162890185929e+02       1.200896798842e+01       0.000000000000e+00      -1.184183336883e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1927       2.159483832474e+02       1.200850543279e+01       0.000000000000e+00      -1.205694880725e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1928       2.156232177844e+02       1.200669517057e+01       0.000000000000e+00      -1.227150889255e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1929       2.153133985371e+02       1.200353839520e+01       0.000000000000e+00      -1.248541882052e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1930       2.150188011695e+02       1.199903631800e+01       0.000000000000e+00      -1.269858340195e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1931       2.147393006756e+02       1.199319016821e+01       0.000000000000e+00      -1.291090706211e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1932       2.144747713787e+02       1.198600119300e+01       0.000000000000e+00      -1.312229384027e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1933       2.142250869301e+02       1.197747065751e+01       0.000000000000e+00      -1.333264738918e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1934       2.139901203080e+02       1.196759984489e+01       0.000000000000e+00      -1.354187097460e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1935       2.137697438174e+02       1.195639005632e+01       0.000000000000e+00      -1.374986747481e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1936       2.135638290883e+02       1.194384261102e+01       0.000000000000e+00      -1.395653938006e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1937       2.133722470750e+02       1.192995884631e+01       0.000000000000e+00      -1.416178879217e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1938       2.131948680555e+02       1.191474011761e+01       0.000000000000e+00      -1.436551742395e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1939       2.130315616302e+02       1.189818779850e+01       0.000000000000e+00      -1.456762659874e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1940       2.128821967210e+02       1.188030328072e+01       0.000000000000e+00      -1.476801724993e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1941       2.127466415706e+02       1.186108797422e+01       0.000000000000e+00      -1.496658992043e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1942       2.126247637414e+02       1.184054330716e+01       0.000000000000e+00      -1.516324476221e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1943       2.125164301144e+02       1.181867072598e+01       0.000000000000e+00      -1.535788153579e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1944       2.124215068886e+02       1.179547169539e+01       0.000000000000e+00      -1.555039960971e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1945       2.123398595799e+02       1.177094769842e+01       0.000000000000e+00      -1.574069796013e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1946       2.122713530200e+02       1.174510023645e+01       0.000000000000e+00      -1.592867517022e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1947       2.122158513559e+02       1.171793082922e+01       0.000000000000e+00      -1.611422942976e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1948       2.121731981884e+02       1.168944372144e+01       0.000000000000e+00      -1.629726849369e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1949       2.121431568286e+02       1.165965402478e+01       0.000000000000e+00      -1.647773964074e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1950       2.121254695908e+02       1.162857963707e+01       0.000000000000e+00      -1.665559993893e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1951       2.121198776103e+02       1.159623854146e+01       0.000000000000e+00      -1.683080630671e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1952       2.121261208421e+02       1.156264880651e+01       0.000000000000e+00      -1.700331551276e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1953       2.121439380590e+02       1.152782858630e+01       0.000000000000e+00      -1.717308417587e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1954       2.121730668500e+02       1.149179612056e+01       0.000000000000e+00      -1.734006876470e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1955       2.122132436191e+02       1.145456973478e+01       0.000000000000e+00      -1.750422559762e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1956       2.122642035834e+02       1.141616784030e+01       0.000000000000e+00      -1.766551084255e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1957       2.123256807719e+02       1.137660893446e+01       0.000000000000e+00      -1.782388051674e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1958       2.123974080234e+02       1.133591160071e+01       0.000000000000e+00      -1.797929048664e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1959       2.124791169854e+02       1.129409450868e+01       0.000000000000e+00      -1.813169646767e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1960       2.125705381123e+02       1.125117641436e+01       0.000000000000e+00      -1.828105402407e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1961       2.126714006640e+02       1.120717616015e+01       0.000000000000e+00      -1.842731856872e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1962       2.127814327042e+02       1.116211267503e+01       0.000000000000e+00      -1.857044536296e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1963       2.129003610988e+02       1.111600497465e+01       0.000000000000e+00      -1.871038951639e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1964       2.130279115146e+02       1.106887216142e+01       0.000000000000e+00      -1.884710598670e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1965       2.131638084174e+02       1.102073342468e+01       0.000000000000e+00      -1.898054957951e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1966       2.133077750707e+02       1.097160804076e+01       0.000000000000e+00      -1.911067494816e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1967       2.134595335339e+02       1.092151537312e+01       0.000000000000e+00      -1.923743659356e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1968       2.136188046611e+02       1.087047487246e+01       0.000000000000e+00      -1.936078886399e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1969       2.137853080990e+02       1.081850607685e+01       0.000000000000e+00      -1.948068595491e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1970       2.139587622858e+02       1.076562861182e+01       0.000000000000e+00      -1.959708190882e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1971       2.141388844496e+02       1.071186219048e+01       0.000000000000e+00      -1.970993061503e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1972       2.143253906065e+02       1.065722661364e+01       0.000000000000e+00      -1.981918580953e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1973       2.145179955593e+02       1.060174176992e+01       0.000000000000e+00      -1.992480107476e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1974       2.147164128960e+02       1.054542763588e+01       0.000000000000e+00      -2.002672983947e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1975       2.149203549879e+02       1.048830427610e+01       0.000000000000e+00      -2.012492537854e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1976       2.151295329886e+02       1.043039184333e+01       0.000000000000e+00      -2.021934081275e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1977       2.153436568318e+02       1.037171057860e+01       0.000000000000e+00      -2.030992910867e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1978       2.155624352301e+02       1.031228081129e+01       0.000000000000e+00      -2.039664307843e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1979       2.157855756733e+02       1.025212295930e+01       0.000000000000e+00      -2.047943537956e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1980       2.160127844273e+02       1.019125752915e+01       0.000000000000e+00      -2.055825851480e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1981       2.162437665315e+02       1.012970511607e+01       0.000000000000e+00      -2.063306483193e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1982       2.164782257985e+02       1.006748640414e+01       0.000000000000e+00      -2.070380652361e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1983       2.167158648115e+02       1.000462216638e+01       0.000000000000e+00      -2.077043562713e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1984       2.169563849233e+02       9.941133264908e+00       0.000000000000e+00      -2.083290402432e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1985       2.171994862546e+02       9.877040650998e+00       0.000000000000e+00      -2.089116344131e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1986       2.174448676924e+02       9.812365365234e+00       0.000000000000e+00      -2.094516544837e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1987       2.176922376166e+02       9.747128753142e+00       0.000000000000e+00      -2.099487263089e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1988       2.179413461694e+02       9.681353113640e+00       0.000000000000e+00      -2.104029219270e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
 1989       2.181919532204e+02       9.615061055592e+00       0.000000000000e+00      -2.108144259993e+01       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00 
